session_id,user_id,device,session_date,total_events,total_value,pages_viewed,session_duration_seconds,had_purchase,had_signup,had_upgrade
U000950_S0003,U000950,mobile,2025-12-10,6,0.0,6,381,False,False,False
U000950_S0004,U000950,mobile,2025-12-11,5,0.0,5,31,False,False,False
U000950_S0005,U000950,mobile,2025-12-11,1,0.0,1,139,False,False,False
U000950_S0006,U000950,mobile,2025-12-12,2,0.0,2,24,False,False,False
U000950_S0007,U000950,desktop,2025-12-20,3,0.0,2,228,False,False,False
U000951_S0001,U000951,mobile,2025-11-16,1,0.0,1,4,False,False,False
U000951_S0002,U000951,desktop,2025-11-16,2,0.0,2,150,False,False,False
U000951_S0003,U000951,tablet,2025-12-04,1,0.0,1,11,False,False,False
U000951_S0004,U000951,mobile,2025-12-07,2,0.0,2,29,False,False,False
U000952_S0001,U000952,mobile,2025-12-08,1,0.0,1,19,False,False,False
U000953_S0001,U000953,mobile,2025-11-07,5,0.0,3,98,False,False,False
U000953_S0002,U000953,desktop,2025-11-11,3,0.0,3,62,False,False,False
U000953_S0003,U000953,desktop,2025-11-15,2,0.0,2,93,False,False,False
U000953_S0004,U000953,tablet,2025-11-15,4,0.0,4,54,False,False,False
U000953_S0005,U000953,desktop,2025-11-18,20,0.0,11,1065,False,False,False
U000953_S0006,U000953,desktop,2025-12-03,2,0.0,2,0,False,False,False
U000953_S0007,U000953,tablet,2025-12-05,2,0.0,1,38,False,False,False
U000953_S0008,U000953,mobile,2025-12-06,5,0.5,4,233,False,True,False
U000953_S0009,U000953,desktop,2025-12-09,2,0.0,2,0,False,False,False
U000953_S0010,U000953,desktop,2025-12-14,5,0.0,5,187,False,False,False
U000953_S0011,U000953,desktop,2025-12-17,2,0.0,2,13,False,False,False
U000953_S0012,U000953,desktop,2025-12-18,1,0.0,1,45,False,False,False
U000953_S0013,U000953,tablet,2025-12-27,2,0.0,2,110,False,False,False
U000954_S0001,U000954,desktop,2025-12-01,4,0.0,4,276,False,False,False
U000954_S0002,U000954,desktop,2025-12-24,4,0.0,4,32,False,False,False
U000954_S0003,U000954,desktop,2025-12-25,26,0.3,11,630,False,False,False
U000955_S0001,U000955,desktop,2025-11-25,9,0.5,8,230,False,True,False
U000955_S0002,U000955,mobile,2025-12-17,2,0.0,2,32,False,False,False
U000955_S0003,U000955,desktop,2025-12-29,2,0.0,2,50,False,False,False
U000956_S0001,U000956,tablet,2025-10-26,8,0.5,8,260,False,True,False
U000956_S0002,U000956,mobile,2025-11-14,1,0.0,1,47,False,False,False
U000956_S0003,U000956,tablet,2025-11-14,4,0.0,3,71,False,False,False
U000956_S0004,U000956,tablet,2025-11-15,5,0.0,4,8,False,False,False
U000956_S0005,U000956,mobile,2025-12-04,1,0.0,1,80,False,False,False
U000956_S0006,U000956,tablet,2025-12-24,2,0.5,2,83,False,True,False
U000956_S0007,U000956,tablet,2025-12-24,8,0.0,6,112,False,False,False
U000958_S0001,U000958,mobile,2025-11-16,1,0.0,1,20,False,False,False
U000958_S0002,U000958,mobile,2025-11-23,3,0.0,3,104,False,False,False
U000958_S0003,U000958,mobile,2025-12-06,1,0.0,1,118,False,False,False
U000958_S0004,U000958,mobile,2025-12-16,2,0.0,2,97,False,False,False
U000959_S0001,U000959,mobile,2025-10-19,5,0.0,5,99,False,False,False
U000959_S0002,U000959,mobile,2025-10-20,2,0.0,2,8,False,False,False
U000959_S0003,U000959,tablet,2025-11-03,1,0.0,1,3,False,False,False
U000959_S0004,U000959,mobile,2025-11-12,5,0.0,5,72,False,False,False
U000959_S0005,U000959,mobile,2025-11-25,3,0.0,3,49,False,False,False
U000959_S0006,U000959,mobile,2025-12-04,6,0.0,5,271,False,False,False
U000959_S0007,U000959,mobile,2025-12-04,3,0.0,3,7,False,False,False
U000959_S0008,U000959,mobile,2025-12-13,9,0.0,5,365,False,False,False
U000959_S0009,U000959,mobile,2025-12-14,3,0.0,3,40,False,False,False
U000959_S0010,U000959,mobile,2025-12-23,1,0.0,1,40,False,False,False
U000959_S0011,U000959,mobile,2025-12-27,1,0.0,1,13,False,False,False
U000960_S0001,U000960,desktop,2025-10-10,3,0.0,3,124,False,False,False
U000961_S0001,U000961,mobile,2025-11-27,4,0.0,4,222,False,False,False
U000961_S0002,U000961,desktop,2025-12-05,1,0.0,1,47,False,False,False
U000961_S0003,U000961,mobile,2025-12-26,1,0.0,1,41,False,False,False
U000962_S0001,U000962,desktop,2025-10-24,1,0.0,1,86,False,False,False
U000962_S0002,U000962,mobile,2025-12-23,2,0.0,2,23,False,False,False
U000963_S0001,U000963,tablet,2025-10-13,13,0.0,9,46,False,False,False
U000963_S0002,U000963,mobile,2025-10-16,3,0.0,3,65,False,False,False
U000963_S0003,U000963,desktop,2025-10-21,1,0.0,1,17,False,False,False
U000963_S0004,U000963,mobile,2025-10-24,5,0.0,4,133,False,False,False
U000963_S0005,U000963,mobile,2025-10-31,6,0.0,6,3,False,False,False
U000963_S0006,U000963,mobile,2025-11-03,10,0.5,8,218,False,True,False
U000963_S0006,U000963,mobile,2025-11-04,1,0.0,1,89,False,True,False
U000963_S0007,U000963,mobile,2025-11-07,8,0.0,7,53,False,False,False
U000963_S0008,U000963,mobile,2025-11-12,9,-0.2,8,15,False,False,False
U000963_S0009,U000963,mobile,2025-11-13,8,1.0,8,41,False,True,False
U000963_S0010,U000963,mobile,2025-11-14,3,0.0,3,44,False,False,False
U000963_S0011,U000963,mobile,2025-11-19,4,0.0,4,110,False,False,False
U000963_S0012,U000963,mobile,2025-11-22,1,0.0,1,14,False,False,False
U000963_S0013,U000963,mobile,2025-12-02,2,0.0,2,67,False,False,False
U000963_S0014,U000963,tablet,2025-12-15,10,0.5,8,83,False,True,False
U000963_S0015,U000963,mobile,2025-12-22,13,0.5,9,457,False,True,False
U000963_S0016,U000963,mobile,2025-12-24,1,0.0,1,31,False,False,False
U000963_S0017,U000963,mobile,2025-12-29,2,0.0,2,245,False,False,False
U000964_S0001,U000964,mobile,2025-10-31,7,0.0,6,81,False,False,False
U000964_S0002,U000964,mobile,2025-11-08,1,0.0,1,17,False,False,False
U000965_S0001,U000965,tablet,2025-11-02,3,0.0,3,82,False,False,False
U000965_S0002,U000965,mobile,2025-11-07,2,0.0,2,44,False,False,False
U000965_S0003,U000965,desktop,2025-11-20,5,0.0,5,7,False,False,False
U000965_S0004,U000965,mobile,2025-12-14,9,28.98,8,575,True,False,False
U000965_S0005,U000965,mobile,2025-12-21,1,0.0,1,38,False,False,False
U000966_S0001,U000966,mobile,2025-10-23,3,0.0,3,29,False,False,False
U000966_S0002,U000966,mobile,2025-10-28,1,0.0,1,9,False,False,False
U000966_S0003,U000966,mobile,2025-10-31,3,0.0,2,48,False,False,False
U000966_S0004,U000966,tablet,2025-11-02,5,0.0,4,117,False,False,False
U000966_S0005,U000966,mobile,2025-11-06,1,0.0,1,14,False,False,False
U000966_S0006,U000966,mobile,2025-11-08,4,0.0,3,62,False,False,False
U000966_S0007,U000966,mobile,2025-11-11,2,0.0,2,48,False,False,False
U000966_S0008,U000966,mobile,2025-11-12,5,0.0,5,79,False,False,False
U000966_S0009,U000966,mobile,2025-11-16,5,0.0,5,24,False,False,False
U000966_S0010,U000966,mobile,2025-11-17,1,0.0,1,10,False,False,False
U000966_S0011,U000966,mobile,2025-11-20,3,0.5,3,61,False,True,False
U000966_S0012,U000966,mobile,2025-11-22,3,0.0,3,108,False,False,False
U000966_S0013,U000966,mobile,2025-11-24,2,0.0,2,43,False,False,False
U000966_S0014,U000966,mobile,2025-11-26,8,0.0,6,325,False,False,False
U000966_S0015,U000966,mobile,2025-12-06,9,0.0,7,1387,False,False,False
U000966_S0016,U000966,mobile,2025-12-10,1,0.0,1,61,False,False,False
U000966_S0017,U000966,mobile,2025-12-12,10,0.0,6,180,False,False,False
U000966_S0018,U000966,tablet,2025-12-16,11,0.0,8,234,False,False,False
U000966_S0019,U000966,tablet,2025-12-18,1,0.0,1,19,False,False,False
U000966_S0020,U000966,mobile,2025-12-22,4,0.0,4,25,False,False,False
U000966_S0021,U000966,tablet,2025-12-23,7,0.0,6,73,False,False,False
U000966_S0022,U000966,tablet,2025-12-30,16,0.5,9,738,False,True,False
U000967_S0001,U000967,mobile,2025-12-06,3,0.0,3,33,False,False,False
U000967_S0002,U000967,mobile,2025-12-18,1,0.0,1,3,False,False,False
U000967_S0003,U000967,desktop,2025-12-20,2,0.0,2,37,False,False,False
U000968_S0001,U000968,mobile,2025-10-19,1,0.0,1,13,False,False,False
U000968_S0002,U000968,desktop,2025-10-23,4,0.0,3,107,False,False,False
U000968_S0003,U000968,tablet,2025-10-26,3,0.0,2,64,False,False,False
U000968_S0004,U000968,mobile,2025-11-19,2,0.0,2,138,False,False,False
U000968_S0005,U000968,mobile,2025-11-20,1,0.0,1,1,False,False,False
U000969_S0001,U000969,desktop,2025-12-08,2,0.0,2,11,False,False,False
U000969_S0002,U000969,desktop,2025-12-24,5,0.0,5,112,False,False,False
U000970_S0001,U000970,mobile,2025-10-15,1,0.0,1,0,False,False,False
U000970_S0002,U000970,mobile,2025-10-16,4,0.0,3,35,False,False,False
U000970_S0003,U000970,mobile,2025-10-17,2,0.0,2,60,False,False,False
U000970_S0004,U000970,mobile,2025-10-26,2,0.0,2,59,False,False,False
U000970_S0005,U000970,mobile,2025-11-03,10,0.3,10,243,False,True,False
U000970_S0006,U000970,mobile,2025-11-03,4,0.0,4,16,False,False,False
U000970_S0007,U000970,mobile,2025-11-10,3,0.0,3,22,False,False,False
U000970_S0008,U000970,mobile,2025-12-01,1,0.0,1,12,False,False,False
U000970_S0009,U000970,mobile,2025-12-14,2,0.0,2,21,False,False,False
U000970_S0010,U000970,tablet,2025-12-26,5,0.0,5,203,False,False,False
U000971_S0001,U000971,desktop,2025-10-28,3,0.0,3,83,False,False,False
U000971_S0002,U000971,desktop,2025-11-03,3,0.0,3,38,False,False,False
U000971_S0003,U000971,desktop,2025-11-16,11,0.0,7,92,False,False,False
U000971_S0004,U000971,tablet,2025-12-15,2,0.0,2,18,False,False,False
U000972_S0001,U000972,tablet,2025-10-25,4,0.0,3,72,False,False,False
U000972_S0002,U000972,tablet,2025-10-30,2,0.0,2,20,False,False,False
U000972_S0003,U000972,tablet,2025-10-31,5,0.0,5,85,False,False,False
U000972_S0004,U000972,tablet,2025-11-05,1,0.0,1,0,False,False,False
U000972_S0005,U000972,desktop,2025-11-07,2,0.0,2,3,False,False,False
U000972_S0006,U000972,tablet,2025-11-10,8,0.0,6,97,False,False,False
U000972_S0007,U000972,tablet,2025-11-11,1,0.0,1,122,False,False,False
U000972_S0008,U000972,tablet,2025-12-11,13,0.3,9,32,False,True,False
U000972_S0009,U000972,tablet,2025-12-22,2,0.0,2,124,False,False,False
U000972_S0010,U000972,tablet,2025-12-22,13,0.0,8,183,False,False,False
U000972_S0011,U000972,tablet,2025-12-25,4,0.0,3,302,False,False,False
U000973_S0001,U000973,mobile,2025-10-09,2,0.0,2,78,False,False,False
U000973_S0002,U000973,mobile,2025-10-20,7,0.0,6,257,False,False,False
U000973_S0003,U000973,mobile,2025-11-06,3,0.0,2,10,False,False,False
U000973_S0004,U000973,mobile,2025-11-23,1,0.0,1,25,False,False,False
U000973_S0005,U000973,mobile,2025-12-15,1,0.0,1,22,False,False,False
U000973_S0006,U000973,mobile,2025-12-27,2,0.0,2,13,False,False,False
U000974_S0001,U000974,mobile,2025-10-03,6,0.0,4,96,False,False,False
U000974_S0002,U000974,tablet,2025-10-14,2,0.0,1,54,False,False,False
U000974_S0003,U000974,tablet,2025-10-23,2,0.0,2,82,False,False,False
U000974_S0004,U000974,desktop,2025-11-04,1,0.0,1,52,False,False,False
U000974_S0005,U000974,mobile,2025-11-11,3,0.0,3,45,False,False,False
U000974_S0006,U000974,tablet,2025-11-24,5,0.0,4,267,False,False,False
U000974_S0007,U000974,mobile,2025-12-05,7,0.0,7,335,False,False,False
U000974_S0008,U000974,mobile,2025-12-09,3,0.0,3,63,False,False,False
U000974_S0009,U000974,mobile,2025-12-18,1,0.0,1,10,False,False,False
U000974_S0010,U000974,mobile,2025-12-21,4,0.0,3,24,False,False,False
U000974_S0011,U000974,mobile,2025-12-21,3,0.0,2,164,False,False,False
U000974_S0012,U000974,mobile,2025-12-24,25,0.0,12,8,False,False,False
U000975_S0001,U000975,desktop,2025-12-06,1,0.0,1,34,False,False,False
U000975_S0002,U000975,desktop,2025-12-10,2,0.0,2,22,False,False,False
U000975_S0003,U000975,desktop,2025-12-15,2,0.0,2,8,False,False,False
U000976_S0001,U000976,mobile,2025-10-12,2,0.0,2,122,False,False,False
U000976_S0002,U000976,mobile,2025-10-22,1,0.0,1,1,False,False,False
U000976_S0003,U000976,mobile,2025-12-02,7,-0.2,5,7,False,False,False
U000978_S0001,U000978,mobile,2025-10-23,3,0.0,3,12,False,False,False
U000979_S0001,U000979,mobile,2025-10-25,2,0.0,2,17,False,False,False
U000979_S0002,U000979,mobile,2025-11-04,9,0.0,8,435,False,False,False
U000979_S0003,U000979,mobile,2025-11-09,3,0.0,3,68,False,False,False
U000979_S0004,U000979,mobile,2025-11-11,12,0.0,9,39,False,False,False
U000979_S0005,U000979,mobile,2025-11-19,2,0.0,2,78,False,False,False
U000979_S0006,U000979,tablet,2025-11-20,8,0.0,5,59,False,False,False
U000979_S0007,U000979,mobile,2025-11-20,1,0.0,1,13,False,False,False
U000979_S0008,U000979,mobile,2025-11-24,11,0.0,8,148,False,False,False
U000979_S0009,U000979,mobile,2025-12-01,4,0.5,4,10,False,True,False
U000979_S0010,U000979,mobile,2025-12-05,7,0.0,6,353,False,False,False
U000979_S0011,U000979,mobile,2025-12-05,1,0.0,1,15,False,False,False
U000979_S0012,U000979,mobile,2025-12-10,4,0.0,4,79,False,False,False
U000979_S0013,U000979,mobile,2025-12-13,1,0.0,1,1,False,False,False
U000980_S0001,U000980,desktop,2025-12-27,2,0.0,2,81,False,False,False
U000982_S0001,U000982,desktop,2025-11-27,9,0.0,6,827,False,False,False
U000983_S0001,U000983,desktop,2025-11-14,15,0.0,12,805,False,False,False
U000983_S0002,U000983,desktop,2025-11-27,10,0.0,8,227,False,False,False
U000983_S0003,U000983,desktop,2025-11-29,3,0.0,2,70,False,False,False
U000983_S0004,U000983,desktop,2025-11-30,4,0.0,4,263,False,False,False
U000984_S0001,U000984,mobile,2025-12-24,2,0.0,2,59,False,False,False
U000985_S0001,U000985,desktop,2025-11-12,2,0.0,1,51,False,False,False
U000985_S0002,U000985,desktop,2025-11-30,2,0.0,2,28,False,False,False
U000985_S0003,U000985,desktop,2025-12-29,1,0.0,1,1,False,False,False
U000986_S0001,U000986,desktop,2025-11-27,3,0.0,3,45,False,False,False
U000986_S0002,U000986,desktop,2025-12-28,9,0.0,7,176,False,False,False
U000987_S0001,U000987,desktop,2025-10-22,1,0.0,1,3,False,False,False
U000987_S0002,U000987,mobile,2025-12-04,5,0.0,2,91,False,False,False
U000988_S0001,U000988,mobile,2025-11-22,2,0.0,2,37,False,False,False
U000988_S0002,U000988,mobile,2025-12-02,8,0.0,5,727,False,False,False
U000988_S0003,U000988,mobile,2025-12-24,1,0.0,1,21,False,False,False
U000990_S0001,U000990,mobile,2025-11-08,1,0.0,1,55,False,False,False
U000990_S0002,U000990,mobile,2025-11-21,2,0.0,2,14,False,False,False
U000990_S0003,U000990,mobile,2025-11-30,2,0.3,2,5,False,False,False
U000992_S0001,U000992,mobile,2025-11-06,2,0.0,2,199,False,False,False
U000992_S0002,U000992,mobile,2025-11-06,7,0.0,5,44,False,False,False
U000992_S0003,U000992,desktop,2025-11-14,2,0.0,2,46,False,False,False
U000992_S0004,U000992,tablet,2025-11-17,10,0.0,8,143,False,False,False
U000992_S0005,U000992,mobile,2025-11-18,22,0.3,10,29,False,True,False
U000992_S0006,U000992,mobile,2025-11-26,2,0.0,2,14,False,False,False
U000992_S0007,U000992,tablet,2025-12-18,4,0.0,3,150,False,False,False
U000993_S0001,U000993,desktop,2025-10-28,11,0.0,8,692,False,False,False
U000993_S0002,U000993,desktop,2025-11-03,1,0.0,1,11,False,False,False
U000993_S0003,U000993,desktop,2025-12-04,6,0.3,5,125,False,False,False
U000993_S0004,U000993,desktop,2025-12-08,1,0.0,1,70,False,False,False
U000993_S0005,U000993,desktop,2025-12-17,1,0.0,1,21,False,False,False
U000994_S0001,U000994,desktop,2025-10-29,1,0.0,1,20,False,False,False
U000994_S0002,U000994,desktop,2025-10-31,6,0.5,6,115,False,True,False
U000994_S0003,U000994,desktop,2025-11-03,6,0.0,5,120,False,False,False
U000994_S0004,U000994,desktop,2025-11-11,1,0.0,1,117,False,False,False
U000994_S0005,U000994,desktop,2025-11-11,3,0.0,3,14,False,False,False
U000994_S0006,U000994,desktop,2025-11-12,8,0.0,6,72,False,False,False
U000994_S0007,U000994,desktop,2025-11-17,1,0.0,1,49,False,False,False
U000994_S0008,U000994,tablet,2025-12-09,8,0.0,6,786,False,False,False
U000994_S0009,U000994,desktop,2025-12-10,1,0.0,1,1,False,False,False
U000994_S0010,U000994,desktop,2025-12-16,2,0.0,2,7,False,False,False
U000994_S0011,U000994,desktop,2025-12-17,3,0.0,3,122,False,False,False
U000994_S0012,U000994,desktop,2025-12-17,16,0.5,9,171,False,True,False
U000994_S0013,U000994,desktop,2025-12-21,1,0.0,1,53,False,False,False
U000994_S0014,U000994,mobile,2025-12-22,15,0.3,9,358,False,True,False
U000995_S0001,U000995,mobile,2025-10-13,1,0.0,1,12,False,False,False
U000995_S0002,U000995,mobile,2025-10-21,5,0.0,3,61,False,False,False
U000995_S0003,U000995,desktop,2025-10-26,1,0.0,1,105,False,False,False
U000995_S0004,U000995,mobile,2025-11-11,5,0.0,5,333,False,False,False
U000995_S0005,U000995,mobile,2025-11-12,2,0.0,2,13,False,False,False
U000995_S0006,U000995,mobile,2025-11-16,3,0.0,3,73,False,False,False
U000995_S0007,U000995,mobile,2025-12-04,10,0.0,7,767,False,False,False
U000995_S0008,U000995,mobile,2025-12-08,12,0.0,9,830,False,False,False
U000996_S0001,U000996,mobile,2025-10-24,2,0.0,2,5,False,False,False
U000996_S0002,U000996,mobile,2025-10-25,4,0.0,3,44,False,False,False
U000996_S0003,U000996,tablet,2025-10-25,10,0.0,7,328,False,False,False
U000996_S0004,U000996,mobile,2025-10-30,10,0.0,7,551,False,False,False
U000996_S0005,U000996,mobile,2025-11-17,3,0.0,2,127,False,False,False
U000996_S0006,U000996,mobile,2025-11-20,8,0.0,7,439,False,False,False
U000996_S0007,U000996,mobile,2025-12-19,1,0.0,1,9,False,False,False
U000997_S0001,U000997,desktop,2025-12-11,10,0.0,6,221,False,False,False
U000997_S0002,U000997,desktop,2025-12-19,2,0.0,2,1,False,False,False
U000998_S0001,U000998,tablet,2025-10-03,1,0.0,1,83,False,False,False
U000998_S0002,U000998,mobile,2025-10-22,1,0.0,1,1,False,False,False
U000998_S0003,U000998,tablet,2025-11-02,8,0.0,7,946,False,False,False
U000998_S0004,U000998,mobile,2025-11-22,6,0.0,5,354,False,False,False
U000998_S0005,U000998,mobile,2025-12-04,10,0.0,7,201,False,False,False
U000998_S0006,U000998,desktop,2025-12-05,10,0.0,8,56,False,False,False
U000998_S0007,U000998,mobile,2025-12-20,3,0.0,3,152,False,False,False
U000998_S0008,U000998,mobile,2025-12-23,2,0.0,2,33,False,False,False
U000999_S0001,U000999,mobile,2025-10-21,2,0.0,2,91,False,False,False
U000999_S0002,U000999,desktop,2025-10-22,6,0.0,4,174,False,False,False
U000999_S0003,U000999,desktop,2025-10-31,3,0.0,3,82,False,False,False
U000999_S0004,U000999,desktop,2025-12-21,3,0.0,3,51,False,False,False
U001000_S0001,U001000,mobile,2025-10-07,3,0.5,3,129,False,True,False
U001000_S0002,U001000,desktop,2025-10-12,10,0.0,7,107,False,False,False
U001000_S0003,U001000,mobile,2025-10-14,2,0.0,2,37,False,False,False
U001000_S0004,U001000,tablet,2025-10-20,3,0.0,3,101,False,False,False
U001000_S0005,U001000,mobile,2025-10-21,5,0.5,5,23,False,True,False
U001000_S0006,U001000,mobile,2025-10-24,2,0.0,2,12,False,False,False
U001000_S0007,U001000,mobile,2025-11-07,4,0.0,3,116,False,False,False
U001000_S0008,U001000,mobile,2025-11-15,3,0.0,2,77,False,False,False
U001000_S0009,U001000,mobile,2025-12-07,2,0.0,2,52,False,False,False
U001000_S0010,U001000,mobile,2025-12-08,6,0.5,5,26,False,True,False
U001002_S0001,U001002,desktop,2025-10-31,1,0.0,1,1,False,False,False
U001002_S0002,U001002,desktop,2025-12-05,3,0.0,2,51,False,False,False
U001002_S0003,U001002,desktop,2025-12-23,2,0.0,2,151,False,False,False
U001003_S0001,U001003,mobile,2025-12-15,4,0.0,4,100,False,False,False
U001004_S0001,U001004,tablet,2025-10-17,3,0.0,2,193,False,False,False
U001004_S0002,U001004,desktop,2025-11-20,3,0.0,3,4,False,False,False
U001004_S0003,U001004,tablet,2025-11-29,1,0.0,1,85,False,False,False
U001004_S0004,U001004,desktop,2025-12-02,1,0.0,1,6,False,False,False
U001005_S0001,U001005,mobile,2025-12-23,1,0.0,1,43,False,False,False
U001006_S0001,U001006,mobile,2025-10-23,1,0.0,1,34,False,False,False
U001006_S0002,U001006,mobile,2025-11-21,9,0.0,6,283,False,False,False
U001008_S0001,U001008,tablet,2025-10-24,4,0.0,4,2,False,False,False
U001008_S0002,U001008,tablet,2025-12-01,2,0.0,2,16,False,False,False
U001008_S0003,U001008,tablet,2025-12-14,1,0.0,1,13,False,False,False
U001009_S0001,U001009,desktop,2025-12-27,3,0.0,3,13,False,False,False
U001010_S0001,U001010,desktop,2025-11-09,4,0.0,4,12,False,False,False
U001010_S0002,U001010,tablet,2025-11-13,3,0.0,3,71,False,False,False
U001010_S0003,U001010,desktop,2025-11-30,2,0.0,2,77,False,False,False
U001010_S0004,U001010,desktop,2025-12-03,4,0.0,4,144,False,False,False
U001010_S0005,U001010,desktop,2025-12-06,4,0.0,3,20,False,False,False
U001010_S0006,U001010,desktop,2025-12-13,16,0.0,8,510,False,False,False
U001010_S0007,U001010,mobile,2025-12-15,1,0.0,1,27,False,False,False
U001011_S0001,U001011,desktop,2025-10-12,2,0.0,1,39,False,False,False
U001011_S0002,U001011,mobile,2025-10-28,9,0.0,8,601,False,False,False
U001011_S0003,U001011,mobile,2025-11-06,4,0.0,4,1,False,False,False
U001011_S0004,U001011,mobile,2025-11-09,6,0.5,6,38,False,True,False
U001011_S0005,U001011,mobile,2025-11-11,1,0.0,1,33,False,False,False
U001011_S0006,U001011,mobile,2025-11-15,2,0.0,2,133,False,False,False
U001011_S0007,U001011,mobile,2025-11-28,9,0.0,6,301,False,False,False
U001011_S0008,U001011,mobile,2025-12-09,2,0.0,2,29,False,False,False
U001011_S0009,U001011,mobile,2025-12-11,16,0.0,10,1199,False,False,False
U001011_S0010,U001011,mobile,2025-12-15,6,0.0,6,417,False,False,False
U001011_S0011,U001011,tablet,2025-12-15,6,0.0,4,264,False,False,False
U001011_S0012,U001011,tablet,2025-12-22,6,0.3,4,56,False,False,False
U001012_S0001,U001012,mobile,2025-11-30,4,0.0,4,77,False,False,False
U001013_S0001,U001013,mobile,2025-11-23,2,0.0,2,227,False,False,False
U001013_S0002,U001013,mobile,2025-12-27,4,0.0,4,171,False,False,False
U001014_S0001,U001014,mobile,2025-10-19,3,0.0,3,191,False,False,False
U001014_S0002,U001014,mobile,2025-11-24,1,0.0,1,30,False,False,False
U001014_S0003,U001014,tablet,2025-11-26,3,0.0,3,19,False,False,False
U001014_S0004,U001014,mobile,2025-12-05,2,0.0,2,130,False,False,False
U001014_S0005,U001014,desktop,2025-12-22,2,0.0,2,48,False,False,False
U001014_S0006,U001014,mobile,2025-12-23,2,0.0,1,106,False,False,False
U001014_S0007,U001014,desktop,2025-12-26,1,0.0,1,28,False,False,False
U001014_S0008,U001014,mobile,2025-12-26,6,0.0,5,580,False,False,False
U001016_S0001,U001016,tablet,2025-10-11,1,0.0,1,8,False,False,False
U001016_S0002,U001016,tablet,2025-11-05,11,0.3,10,26,False,False,False
U001016_S0003,U001016,desktop,2025-11-13,1,0.0,1,10,False,False,False
U001016_S0004,U001016,desktop,2025-11-26,3,0.0,2,128,False,False,False
U001016_S0005,U001016,desktop,2025-12-02,6,9.33,6,184,True,False,False
U001016_S0006,U001016,mobile,2025-12-08,4,0.0,3,116,False,False,False
U001017_S0001,U001017,desktop,2025-12-05,1,0.0,1,17,False,False,False
U001018_S0001,U001018,mobile,2025-11-16,1,0.0,1,15,False,False,False
U001018_S0002,U001018,mobile,2025-11-20,1,0.0,1,15,False,False,False
U001018_S0003,U001018,mobile,2025-11-22,2,0.0,2,4,False,False,False
U001018_S0004,U001018,mobile,2025-11-23,3,0.0,2,60,False,False,False
U001018_S0005,U001018,mobile,2025-12-07,1,0.0,1,85,False,False,False
U001018_S0006,U001018,mobile,2025-12-18,2,0.0,2,58,False,False,False
U001018_S0007,U001018,mobile,2025-12-23,9,0.0,7,106,False,False,False
U001018_S0008,U001018,mobile,2025-12-28,1,0.0,1,81,False,False,False
U001019_S0001,U001019,desktop,2025-11-24,1,0.0,1,42,False,False,False
U001020_S0001,U001020,tablet,2025-11-20,3,0.0,2,51,False,False,False
U001020_S0002,U001020,desktop,2025-11-25,1,0.0,1,33,False,False,False
U001021_S0001,U001021,mobile,2025-11-16,1,0.0,1,15,False,False,False
U001021_S0002,U001021,mobile,2025-11-29,4,0.0,4,216,False,False,False
U001022_S0001,U001022,mobile,2025-11-10,2,0.0,2,31,False,False,False
U001022_S0002,U001022,tablet,2025-11-24,6,0.0,4,38,False,False,False
U001022_S0003,U001022,tablet,2025-11-25,4,0.0,4,32,False,False,False
U001022_S0004,U001022,mobile,2025-12-03,7,0.3,7,194,False,False,False
U001022_S0005,U001022,mobile,2025-12-13,1,0.0,1,24,False,False,False
U001022_S0006,U001022,mobile,2025-12-20,12,0.0,9,54,False,False,False
U001022_S0007,U001022,mobile,2025-12-22,7,0.0,5,26,False,False,False
U001022_S0008,U001022,mobile,2025-12-27,1,0.0,1,10,False,False,False
U001023_S0001,U001023,mobile,2025-10-09,2,0.0,2,7,False,False,False
U001023_S0002,U001023,mobile,2025-10-12,2,0.0,2,11,False,False,False
U001023_S0003,U001023,mobile,2025-10-17,4,0.0,4,105,False,False,False
U001023_S0004,U001023,mobile,2025-10-25,3,0.0,3,82,False,False,False
U001023_S0005,U001023,mobile,2025-11-02,9,0.0,7,45,False,False,False
U001023_S0006,U001023,tablet,2025-11-04,2,0.0,2,24,False,False,False
U001023_S0007,U001023,mobile,2025-11-09,9,0.0,5,204,False,False,False
U001023_S0007,U001023,mobile,2025-11-10,3,0.0,3,4,False,False,False
U001023_S0008,U001023,mobile,2025-11-20,3,0.0,3,61,False,False,False
U001023_S0009,U001023,mobile,2025-12-06,2,0.0,2,75,False,False,False
U001023_S0010,U001023,mobile,2025-12-09,1,0.0,1,47,False,False,False
U001023_S0011,U001023,mobile,2025-12-20,9,0.0,7,292,False,False,False
U001023_S0012,U001023,mobile,2025-12-23,3,0.0,3,59,False,False,False
U001023_S0013,U001023,mobile,2025-12-25,1,0.0,1,5,False,False,False
U001023_S0014,U001023,mobile,2025-12-29,1,0.0,1,4,False,False,False
U001025_S0001,U001025,desktop,2025-11-25,13,0.0,9,29,False,False,False
U001025_S0002,U001025,desktop,2025-12-02,7,0.0,6,106,False,False,False
U001026_S0001,U001026,mobile,2025-11-17,2,0.0,2,57,False,False,False
U001027_S0001,U001027,desktop,2025-10-09,17,0.0,10,449,False,False,False
U001027_S0002,U001027,tablet,2025-10-12,23,6.569999999999999,11,481,True,False,False
U001027_S0003,U001027,tablet,2025-10-25,2,0.0,2,70,False,False,False
U001027_S0004,U001027,tablet,2025-12-12,6,0.0,4,35,False,False,False
