user_id,signup_date,acquisition_channel,primary_device,country,plan,quality_score,age_group
U002978,2025-10-30,direct,desktop,FR,enterprise,0.107,25-34
U002979,2025-10-08,email,mobile,US,starter,0.327,25-34
U002980,2025-10-08,direct,mobile,US,starter,0.331,35-44
U002981,2025-10-16,email,mobile,US,free,0.244,25-34
U002982,2025-11-09,organic,desktop,IN,free,0.216,35-44
U002983,2025-10-07,direct,desktop,US,starter,0.442,25-34
U002984,2025-10-29,direct,mobile,CA,pro,0.425,25-34
U002985,2025-10-04,email,mobile,CA,free,0.187,18-24
U002986,2025-10-03,referral,desktop,US,pro,0.537,35-44
U002987,2025-12-29,organic,tablet,UK,free,0.207,35-44
U002988,2025-10-17,referral,tablet,US,pro,0.394,35-44
U002989,2025-11-07,direct,desktop,IN,free,0.262,18-24
U002990,2025-10-12,referral,desktop,BR,free,0.149,25-34
U002991,2025-10-01,paid_search,mobile,US,free,0.086,55+
U002992,2025-10-24,email,desktop,US,free,0.256,45-54
U002993,2025-10-03,direct,tablet,MX,starter,0.189,25-34
U002994,2025-10-12,direct,mobile,US,pro,0.597,18-24
U002995,2025-10-23,email,desktop,UK,free,0.289,35-44
U002996,2025-12-01,paid_search,mobile,JP,free,0.288,18-24
U002997,2025-12-29,direct,mobile,JP,pro,0.424,25-34
U002998,2025-10-01,paid_search,mobile,FR,free,0.372,35-44
U002999,2025-10-04,paid_social,mobile,BR,free,0.252,25-34
U003000,2025-10-15,paid_search,mobile,BR,free,0.297,18-24
U003001,2025-10-11,referral,mobile,AU,enterprise,0.4,25-34
U003002,2025-10-26,paid_social,mobile,JP,free,0.28,35-44
U003003,2025-10-15,organic,mobile,BR,pro,0.338,55+
U003004,2025-10-11,paid_search,mobile,IN,starter,0.088,55+
U003005,2025-10-10,direct,desktop,US,starter,0.21,25-34
U003006,2025-10-30,organic,tablet,DE,free,0.109,25-34
U003007,2025-10-24,direct,desktop,US,free,0.173,45-54
U003008,2025-12-01,paid_social,mobile,BR,starter,0.077,25-34
U003009,2025-10-26,paid_search,desktop,US,enterprise,0.415,35-44
U003010,2025-10-07,paid_search,desktop,US,free,0.34,35-44
U003011,2025-11-04,organic,mobile,DE,pro,0.347,35-44
U003012,2025-10-12,paid_search,desktop,BR,starter,0.37,18-24
U003013,2025-11-02,direct,tablet,US,starter,0.208,35-44
U003014,2025-10-04,paid_search,mobile,US,pro,0.589,25-34
U003015,2025-11-21,referral,mobile,US,free,0.185,35-44
U003016,2025-10-04,direct,desktop,DE,free,0.278,35-44
U003017,2025-10-18,direct,tablet,CA,free,0.118,25-34
U003018,2025-10-26,direct,mobile,US,starter,0.201,45-54
U003019,2025-10-16,organic,mobile,US,free,0.319,25-34
U003020,2025-10-06,email,mobile,CA,free,0.159,25-34
U003021,2025-12-29,referral,desktop,IN,free,0.4,35-44
U003022,2025-10-10,organic,desktop,US,free,0.289,45-54
U003023,2025-10-12,paid_search,mobile,IN,starter,0.144,25-34
U003024,2025-11-12,paid_social,desktop,BR,free,0.177,35-44
U003025,2025-11-01,organic,mobile,US,enterprise,0.391,35-44
U003026,2025-11-20,email,tablet,IN,free,0.021,25-34
U003027,2025-10-17,paid_social,desktop,AU,free,0.258,45-54
U003028,2025-12-10,paid_search,desktop,FR,pro,0.337,25-34
U003029,2025-12-29,organic,mobile,US,pro,0.335,25-34
U003030,2025-10-10,email,mobile,US,free,0.076,45-54
U003031,2025-11-25,paid_social,desktop,UK,free,0.07,35-44
U003032,2025-11-29,organic,mobile,UK,starter,0.106,18-24
U003033,2025-10-13,email,mobile,US,free,0.352,45-54
U003034,2025-10-03,paid_social,desktop,MX,free,0.079,35-44
U003035,2025-11-21,paid_search,desktop,BR,free,0.256,18-24
U003036,2025-10-20,organic,desktop,DE,free,0.183,55+
U003037,2025-10-13,paid_search,mobile,DE,free,0.101,25-34
U003038,2025-10-19,paid_search,desktop,US,free,0.169,18-24
U003039,2025-10-29,organic,mobile,UK,free,0.287,18-24
U003040,2025-12-29,paid_search,desktop,IN,enterprise,0.513,18-24
U003041,2025-10-08,referral,mobile,FR,starter,0.339,35-44
U003042,2025-10-19,paid_social,mobile,CA,free,0.213,45-54
U003043,2025-10-02,paid_search,mobile,US,free,0.062,35-44
U003044,2025-10-30,referral,desktop,US,free,0.068,35-44
U003045,2025-10-14,organic,mobile,CA,free,0.117,45-54
U003046,2025-12-15,paid_search,desktop,US,free,0.393,18-24
U003047,2025-10-10,referral,mobile,UK,pro,0.383,25-34
U003048,2025-11-24,email,mobile,US,free,0.123,25-34
U003049,2025-10-15,paid_search,desktop,US,free,0.223,35-44
U003050,2025-11-02,paid_social,mobile,JP,free,0.454,25-34
U003051,2025-10-01,email,desktop,FR,free,0.146,18-24
U003052,2025-10-03,referral,mobile,US,free,0.226,35-44
U003053,2025-12-29,organic,mobile,US,free,0.199,25-34
U003054,2025-12-29,email,mobile,US,starter,0.295,35-44
U003055,2025-10-09,paid_social,desktop,UK,starter,0.236,35-44
U003056,2025-11-05,paid_social,desktop,MX,pro,0.588,45-54
U003057,2025-10-01,paid_search,mobile,UK,starter,0.061,25-34
U003058,2025-10-14,email,desktop,US,free,0.22,45-54
U003059,2025-11-26,direct,desktop,IN,free,0.084,25-34
U003060,2025-11-04,paid_social,mobile,US,starter,0.096,25-34
U003061,2025-10-04,paid_social,desktop,US,free,0.443,25-34
U003062,2025-10-08,organic,mobile,CA,starter,0.535,35-44
U003063,2025-10-08,email,mobile,FR,free,0.344,55+
U003064,2025-10-03,email,mobile,IN,starter,0.608,25-34
U003065,2025-11-10,organic,mobile,DE,starter,0.217,55+
U003066,2025-10-24,paid_search,desktop,JP,free,0.268,35-44
U003067,2025-10-10,paid_search,tablet,DE,free,0.269,35-44
U003068,2025-10-27,email,mobile,US,free,0.391,25-34
U003069,2025-10-02,paid_search,desktop,BR,pro,0.368,35-44
U003070,2025-11-16,paid_social,mobile,US,free,0.132,35-44
U003071,2025-10-02,organic,mobile,UK,free,0.431,18-24
U003072,2025-10-11,email,mobile,IN,starter,0.433,18-24
U003073,2025-12-16,organic,tablet,US,free,0.046,35-44
U003074,2025-12-06,paid_social,mobile,US,pro,0.7,18-24
U003075,2025-10-04,email,mobile,IN,free,0.238,25-34
U003076,2025-10-01,email,mobile,FR,free,0.149,25-34
U003077,2025-10-04,referral,desktop,US,free,0.424,35-44
U003078,2025-10-03,paid_social,tablet,FR,enterprise,0.683,35-44
U003079,2025-10-04,organic,mobile,UK,free,0.233,25-34
U003080,2025-11-22,paid_search,mobile,US,free,0.047,55+
U003081,2025-12-29,email,tablet,US,free,0.189,45-54
U003082,2025-11-13,paid_search,mobile,US,pro,0.427,25-34
U003083,2025-10-06,referral,mobile,US,free,0.138,45-54
U003084,2025-12-29,email,mobile,UK,starter,0.206,35-44
U003085,2025-11-06,paid_search,mobile,MX,pro,0.597,45-54
U003086,2025-11-03,organic,mobile,BR,pro,0.463,18-24
U003087,2025-11-14,organic,mobile,UK,free,0.037,35-44
U003088,2025-10-22,email,desktop,BR,free,0.23,35-44
U003089,2025-10-12,organic,desktop,US,free,0.597,55+
U003090,2025-11-07,paid_search,mobile,US,free,0.067,35-44
U003091,2025-11-01,direct,mobile,DE,free,0.382,45-54
U003092,2025-10-05,paid_search,tablet,UK,pro,0.329,35-44
U003093,2025-10-02,paid_search,mobile,IN,starter,0.392,25-34
U003094,2025-10-03,paid_social,mobile,US,free,0.108,25-34
U003095,2025-12-29,referral,mobile,US,free,0.208,35-44
U003096,2025-10-04,email,mobile,UK,starter,0.354,35-44
U003097,2025-10-01,organic,mobile,DE,free,0.439,25-34
U003098,2025-11-23,organic,mobile,US,free,0.18,55+
U003099,2025-10-14,email,mobile,IN,starter,0.267,35-44
U003100,2025-12-01,email,mobile,DE,enterprise,0.365,45-54
U003101,2025-12-07,referral,desktop,DE,free,0.267,55+
U003102,2025-10-19,email,mobile,DE,free,0.258,45-54
U003103,2025-10-01,organic,mobile,BR,pro,0.307,25-34
U003104,2025-10-15,paid_social,mobile,US,free,0.503,35-44
U003105,2025-10-29,direct,desktop,US,free,0.262,25-34
U003106,2025-11-18,paid_social,desktop,UK,starter,0.544,45-54
U003107,2025-10-05,paid_social,mobile,FR,free,0.268,35-44
U003108,2025-10-12,organic,mobile,US,enterprise,0.348,25-34
U003109,2025-10-08,paid_social,desktop,UK,free,0.113,45-54
U003110,2025-10-02,direct,mobile,JP,pro,0.483,18-24
U003111,2025-10-05,paid_search,mobile,US,free,0.092,18-24
U003112,2025-10-26,paid_search,mobile,US,free,0.262,55+
U003113,2025-12-29,paid_search,mobile,CA,free,0.081,25-34
U003114,2025-11-06,email,mobile,FR,free,0.131,35-44
U003115,2025-10-14,organic,desktop,FR,starter,0.077,25-34
U003116,2025-10-26,direct,desktop,UK,starter,0.333,45-54
U003117,2025-12-29,paid_social,desktop,DE,pro,0.303,35-44
U003118,2025-11-07,organic,mobile,IN,free,0.424,35-44
U003119,2025-11-14,email,desktop,UK,starter,0.356,35-44
U003120,2025-10-12,paid_search,mobile,CA,starter,0.303,18-24
U003121,2025-12-04,paid_search,desktop,DE,free,0.186,45-54
U003122,2025-10-17,organic,mobile,DE,free,0.137,25-34
U003123,2025-12-20,organic,mobile,JP,pro,0.606,45-54
U003124,2025-10-19,email,desktop,UK,starter,0.062,25-34
U003125,2025-10-31,organic,mobile,DE,free,0.134,35-44
U003126,2025-11-05,email,tablet,FR,starter,0.228,18-24
U003127,2025-11-06,email,desktop,CA,starter,0.089,25-34
U003128,2025-10-12,paid_social,desktop,AU,free,0.226,25-34
U003129,2025-11-02,paid_search,tablet,US,free,0.316,25-34
U003130,2025-10-20,paid_search,mobile,UK,free,0.134,55+
U003131,2025-10-03,organic,mobile,CA,pro,0.048,18-24
U003132,2025-10-02,paid_search,mobile,JP,free,0.581,25-34
U003133,2025-10-29,direct,desktop,CA,free,0.093,25-34
U003134,2025-10-04,paid_social,mobile,AU,pro,0.391,35-44
U003135,2025-12-01,referral,mobile,DE,pro,0.647,25-34
U003136,2025-11-04,paid_social,desktop,US,free,0.303,18-24
U003137,2025-10-08,paid_social,desktop,US,starter,0.615,25-34
U003138,2025-10-23,referral,desktop,US,starter,0.215,25-34
U003139,2025-11-09,organic,desktop,US,free,0.22,55+
U003140,2025-10-27,paid_social,mobile,UK,free,0.366,55+
U003141,2025-10-06,organic,desktop,JP,free,0.153,25-34
U003142,2025-11-20,direct,desktop,MX,pro,0.373,45-54
U003143,2025-10-14,organic,mobile,DE,starter,0.42,35-44
U003144,2025-10-13,email,mobile,US,starter,0.357,25-34
U003145,2025-10-13,organic,desktop,CA,free,0.146,25-34
U003146,2025-12-29,email,desktop,US,free,0.254,45-54
U003147,2025-12-29,paid_search,desktop,DE,starter,0.458,45-54
U003148,2025-10-05,organic,mobile,US,pro,0.347,35-44
U003149,2025-12-22,organic,mobile,MX,starter,0.341,25-34
U003150,2025-10-01,paid_search,desktop,DE,free,0.188,25-34
U003151,2025-12-29,paid_search,mobile,US,pro,0.392,35-44
U003152,2025-11-24,paid_search,tablet,US,free,0.282,18-24
U003153,2025-10-27,direct,desktop,CA,starter,0.315,35-44
U003154,2025-11-04,email,desktop,US,free,0.396,35-44
U003155,2025-10-03,paid_search,mobile,IN,free,0.391,35-44
U003156,2025-11-03,organic,desktop,IN,free,0.354,55+
U003157,2025-10-25,direct,desktop,US,starter,0.333,45-54
U003158,2025-11-11,organic,mobile,JP,free,0.166,25-34
U003159,2025-10-03,direct,desktop,US,free,0.279,35-44
U003160,2025-11-08,organic,mobile,IN,free,0.182,25-34
U003161,2025-10-13,paid_search,mobile,CA,free,0.244,25-34
U003162,2025-10-22,direct,mobile,CA,free,0.11,55+
U003163,2025-10-30,paid_social,desktop,AU,free,0.23,55+
U003164,2025-11-04,paid_search,desktop,CA,free,0.316,35-44
U003165,2025-11-13,direct,desktop,IN,free,0.421,45-54
U003166,2025-10-04,organic,mobile,CA,free,0.165,18-24
U003167,2025-10-16,paid_social,mobile,IN,free,0.288,18-24
U003168,2025-10-01,organic,mobile,UK,free,0.139,55+
U003169,2025-10-05,paid_search,mobile,UK,free,0.21,25-34
U003170,2025-12-11,paid_search,mobile,FR,free,0.084,35-44
U003171,2025-10-04,email,desktop,US,starter,0.335,35-44
U003172,2025-10-26,email,desktop,AU,pro,0.567,25-34
U003173,2025-10-10,direct,mobile,US,free,0.215,35-44
U003174,2025-10-24,organic,desktop,US,free,0.246,35-44
U003175,2025-10-13,direct,mobile,DE,starter,0.317,45-54
U003176,2025-10-02,direct,desktop,IN,pro,0.622,25-34
U003177,2025-10-22,paid_search,desktop,FR,pro,0.285,35-44
U003178,2025-10-07,organic,mobile,US,free,0.305,35-44
U003179,2025-12-29,direct,desktop,IN,starter,0.211,25-34
U003180,2025-10-20,email,mobile,UK,free,0.107,35-44
U003181,2025-10-09,organic,mobile,US,free,0.24,45-54
U003182,2025-10-05,organic,mobile,IN,starter,0.147,18-24
U003183,2025-11-20,organic,mobile,US,free,0.085,35-44
U003184,2025-10-09,paid_search,mobile,UK,starter,0.427,25-34
U003185,2025-12-26,paid_search,desktop,AU,starter,0.683,35-44
U003186,2025-12-20,organic,desktop,BR,free,0.092,18-24
U003187,2025-10-04,paid_social,mobile,US,free,0.209,45-54
U003188,2025-11-08,referral,tablet,IN,free,0.275,35-44
U003189,2025-10-03,referral,mobile,UK,starter,0.052,45-54
U003190,2025-12-21,direct,desktop,US,free,0.057,18-24
U003191,2025-10-20,organic,desktop,CA,free,0.275,35-44
U003192,2025-12-07,paid_social,desktop,US,free,0.238,35-44
U003193,2025-10-13,paid_search,mobile,IN,free,0.188,25-34
U003194,2025-11-22,paid_search,mobile,UK,free,0.055,35-44
U003195,2025-10-11,email,mobile,US,free,0.116,55+
U003196,2025-10-03,paid_social,desktop,US,starter,0.475,18-24
U003197,2025-10-23,organic,desktop,UK,starter,0.5,25-34
U003198,2025-10-29,paid_search,desktop,CA,free,0.159,35-44
U003199,2025-12-02,referral,mobile,US,starter,0.458,35-44
U003200,2025-11-04,organic,mobile,DE,free,0.041,35-44
U003201,2025-10-10,paid_search,mobile,US,free,0.226,35-44
U003202,2025-11-28,organic,mobile,US,pro,0.273,25-34
U003203,2025-12-08,organic,mobile,FR,free,0.19,25-34
U003204,2025-11-15,paid_search,mobile,US,free,0.176,35-44
U003205,2025-10-24,paid_search,desktop,BR,free,0.196,25-34
U003206,2025-10-02,paid_social,desktop,US,free,0.047,45-54
U003207,2025-11-23,email,mobile,IN,free,0.215,55+
U003208,2025-11-14,referral,mobile,US,free,0.211,18-24
U003209,2025-12-11,organic,desktop,IN,free,0.503,35-44
U003210,2025-11-03,paid_social,desktop,BR,free,0.419,55+
U003211,2025-10-02,paid_search,mobile,US,starter,0.28,35-44
U003212,2025-10-12,paid_search,mobile,US,free,0.28,35-44
U003213,2025-12-29,paid_search,mobile,US,free,0.178,45-54
U003214,2025-10-30,direct,desktop,US,free,0.318,18-24
U003215,2025-10-02,direct,tablet,US,free,0.028,35-44
U003216,2025-12-29,organic,desktop,US,starter,0.072,35-44
U003217,2025-10-12,referral,desktop,CA,starter,0.233,45-54
U003218,2025-10-09,email,mobile,US,pro,0.347,45-54
U003219,2025-11-13,referral,mobile,US,pro,0.542,35-44
U003220,2025-12-02,organic,mobile,US,starter,0.43,25-34
U003221,2025-10-02,email,desktop,IN,free,0.207,35-44
U003222,2025-12-23,paid_social,tablet,IN,free,0.167,35-44
U003223,2025-10-27,organic,mobile,JP,pro,0.482,25-34
U003224,2025-10-13,email,desktop,US,starter,0.13,25-34
U003225,2025-10-26,direct,mobile,DE,free,0.101,25-34
U003226,2025-12-29,paid_social,desktop,US,starter,0.129,45-54
U003227,2025-10-03,direct,tablet,CA,pro,0.389,18-24
U003228,2025-10-29,paid_social,tablet,US,free,0.302,35-44
U003229,2025-10-29,paid_search,tablet,US,free,0.245,55+
U003230,2025-10-17,paid_search,mobile,US,free,0.239,18-24
U003231,2025-12-16,referral,tablet,US,free,0.107,25-34
U003232,2025-10-28,paid_social,mobile,UK,free,0.307,25-34
U003233,2025-11-09,paid_social,mobile,UK,starter,0.415,25-34
U003234,2025-10-03,paid_social,mobile,CA,free,0.099,55+
U003235,2025-10-06,email,desktop,IN,free,0.268,45-54
U003236,2025-10-11,organic,mobile,CA,free,0.145,35-44
U003237,2025-10-10,organic,mobile,US,pro,0.309,35-44
U003238,2025-11-04,referral,mobile,US,free,0.142,25-34
U003239,2025-11-10,paid_social,mobile,UK,free,0.062,35-44
U003240,2025-10-06,paid_search,mobile,US,free,0.099,45-54
U003241,2025-10-09,organic,mobile,US,free,0.119,18-24
U003242,2025-10-21,paid_search,mobile,US,free,0.066,25-34
U003243,2025-12-29,email,mobile,US,free,0.082,18-24
U003244,2025-11-12,paid_social,desktop,US,starter,0.131,25-34
U003245,2025-11-18,email,mobile,IN,pro,0.564,25-34
U003246,2025-10-02,direct,desktop,US,free,0.469,35-44
U003247,2025-10-01,email,desktop,UK,starter,0.436,35-44
U003248,2025-10-18,paid_search,desktop,AU,free,0.261,25-34
U003249,2025-10-18,email,mobile,IN,starter,0.388,35-44
U003250,2025-11-10,organic,mobile,FR,free,0.066,18-24
U003251,2025-10-27,email,desktop,BR,free,0.059,45-54
U003252,2025-11-19,paid_search,mobile,US,free,0.559,35-44
U003253,2025-10-05,organic,mobile,US,free,0.094,25-34
U003254,2025-10-09,organic,mobile,IN,free,0.339,35-44
U003255,2025-12-29,referral,mobile,US,free,0.267,35-44
U003256,2025-10-05,organic,desktop,CA,starter,0.303,25-34
U003257,2025-10-25,paid_search,mobile,BR,free,0.567,35-44
U003258,2025-11-10,organic,mobile,BR,free,0.19,35-44
U003259,2025-10-20,email,mobile,CA,pro,0.423,25-34
U003260,2025-10-05,email,desktop,US,free,0.121,35-44
U003261,2025-11-28,organic,mobile,IN,free,0.053,45-54
U003262,2025-10-10,paid_search,desktop,DE,starter,0.479,18-24
U003263,2025-10-11,email,mobile,US,free,0.249,35-44
U003264,2025-10-06,paid_social,mobile,UK,free,0.515,25-34
U003265,2025-10-28,paid_social,desktop,AU,free,0.121,25-34
U003266,2025-11-26,direct,desktop,UK,free,0.103,35-44
U003267,2025-10-07,paid_search,desktop,US,free,0.396,35-44
U003268,2025-10-13,referral,desktop,US,free,0.288,18-24
U003269,2025-10-02,direct,tablet,US,free,0.187,45-54
U003270,2025-11-11,email,desktop,FR,pro,0.04,35-44
U003271,2025-12-13,organic,desktop,IN,free,0.336,35-44
U003272,2025-12-11,organic,desktop,AU,free,0.125,35-44
U003273,2025-11-04,email,mobile,JP,free,0.438,35-44
U003274,2025-10-05,paid_search,mobile,DE,free,0.227,25-34
U003275,2025-11-28,paid_search,mobile,UK,starter,0.465,18-24
U003276,2025-10-14,paid_social,mobile,US,free,0.272,45-54
U003277,2025-10-09,email,mobile,FR,pro,0.463,25-34
U003278,2025-12-02,organic,mobile,FR,free,0.24,45-54
U003279,2025-11-19,paid_social,desktop,US,free,0.124,35-44
U003280,2025-10-28,direct,mobile,US,free,0.164,25-34
U003281,2025-10-01,organic,mobile,US,free,0.115,18-24
U003282,2025-10-05,paid_search,mobile,IN,starter,0.177,55+
U003283,2025-10-01,paid_search,desktop,IN,starter,0.334,25-34
U003284,2025-11-10,email,desktop,US,starter,0.58,25-34
U003285,2025-10-30,paid_search,desktop,FR,pro,0.366,25-34
U003286,2025-10-21,direct,desktop,UK,free,0.198,25-34
U003287,2025-10-13,direct,mobile,CA,starter,0.016,25-34
U003288,2025-11-20,paid_search,desktop,US,starter,0.317,25-34
U003289,2025-11-09,organic,mobile,UK,starter,0.12,25-34
U003290,2025-12-09,paid_search,mobile,UK,free,0.149,25-34
U003291,2025-10-23,email,mobile,CA,free,0.198,25-34
U003292,2025-11-03,paid_search,desktop,MX,starter,0.567,25-34
U003293,2025-10-11,direct,desktop,US,free,0.167,25-34
U003294,2025-10-24,paid_search,mobile,MX,free,0.236,35-44
U003295,2025-12-04,paid_social,mobile,US,pro,0.383,25-34
U003296,2025-11-08,organic,mobile,IN,free,0.395,35-44
U003297,2025-10-18,paid_social,mobile,US,starter,0.21,55+
U003298,2025-10-14,paid_search,desktop,US,free,0.17,25-34
U003299,2025-12-05,direct,desktop,US,starter,0.187,35-44
U003300,2025-10-27,referral,tablet,DE,starter,0.247,35-44
U003301,2025-11-03,organic,mobile,UK,free,0.083,45-54
U003302,2025-12-29,organic,desktop,US,free,0.141,35-44
U003303,2025-10-29,paid_search,desktop,CA,starter,0.313,18-24
U003304,2025-10-14,referral,mobile,UK,free,0.367,35-44
U003305,2025-11-09,paid_search,tablet,IN,pro,0.566,35-44
U003306,2025-11-02,organic,mobile,UK,free,0.247,35-44
U003307,2025-11-10,paid_social,mobile,US,starter,0.473,55+
U003308,2025-12-29,direct,desktop,AU,starter,0.308,25-34
U003309,2025-11-02,referral,desktop,UK,free,0.212,25-34
U003310,2025-10-06,paid_social,mobile,UK,free,0.436,25-34
U003311,2025-10-19,paid_social,tablet,BR,free,0.19,25-34
U003312,2025-11-24,direct,mobile,UK,free,0.081,35-44
U003313,2025-10-08,organic,desktop,DE,free,0.45,55+
U003314,2025-10-02,paid_search,tablet,MX,free,0.021,25-34
U003315,2025-10-06,email,desktop,FR,starter,0.437,18-24
U003316,2025-10-04,paid_search,tablet,BR,free,0.116,18-24
U003317,2025-11-03,paid_social,mobile,AU,free,0.153,25-34
U003318,2025-10-29,paid_search,desktop,UK,free,0.532,25-34
U003319,2025-10-17,paid_search,desktop,US,enterprise,0.338,25-34
U003320,2025-12-12,email,desktop,US,free,0.138,25-34
U003321,2025-10-05,organic,desktop,US,enterprise,0.116,35-44
U003322,2025-11-27,organic,mobile,US,starter,0.561,25-34
U003323,2025-10-20,organic,desktop,CA,free,0.066,35-44
U003324,2025-10-30,organic,desktop,AU,enterprise,0.363,25-34
U003325,2025-10-01,email,mobile,IN,pro,0.337,35-44
U003326,2025-10-13,paid_search,desktop,IN,free,0.272,35-44
U003327,2025-10-22,paid_social,desktop,AU,free,0.181,25-34
U003328,2025-10-30,direct,mobile,US,starter,0.252,35-44
U003329,2025-10-09,direct,desktop,US,free,0.514,45-54
U003330,2025-10-12,referral,desktop,US,free,0.229,35-44
U003331,2025-10-27,email,desktop,BR,starter,0.515,25-34
U003332,2025-11-12,paid_search,mobile,IN,enterprise,0.648,25-34
U003333,2025-12-29,referral,mobile,US,free,0.252,25-34
U003334,2025-10-12,paid_social,mobile,UK,free,0.141,25-34
U003335,2025-11-19,email,mobile,US,pro,0.335,18-24
U003336,2025-10-03,organic,mobile,DE,pro,0.082,35-44
U003337,2025-10-27,paid_search,mobile,US,free,0.29,35-44
U003338,2025-10-03,organic,desktop,BR,pro,0.395,35-44
U003339,2025-10-07,organic,mobile,DE,starter,0.184,45-54
U003340,2025-10-07,paid_search,mobile,AU,enterprise,0.382,35-44
U003341,2025-10-03,paid_social,mobile,US,free,0.15,18-24
U003342,2025-10-01,organic,mobile,US,free,0.28,45-54
U003343,2025-11-06,referral,mobile,US,free,0.499,35-44
U003344,2025-10-02,direct,mobile,US,free,0.467,18-24
U003345,2025-10-29,organic,desktop,AU,starter,0.37,45-54
U003346,2025-10-18,referral,mobile,US,free,0.287,25-34
U003347,2025-10-08,direct,mobile,UK,free,0.237,25-34
U003348,2025-10-29,referral,tablet,BR,free,0.099,45-54
U003349,2025-10-02,referral,mobile,US,free,0.023,25-34
U003350,2025-10-06,paid_search,mobile,DE,starter,0.491,25-34
U003351,2025-11-22,email,desktop,UK,free,0.253,25-34
U003352,2025-12-29,paid_search,desktop,US,pro,0.351,55+
U003353,2025-11-26,direct,desktop,US,free,0.055,35-44
U003354,2025-10-27,email,mobile,US,free,0.285,25-34
U003355,2025-12-29,referral,desktop,UK,free,0.077,25-34
U003356,2025-10-04,organic,desktop,US,free,0.315,25-34
U003357,2025-10-28,referral,mobile,IN,starter,0.257,35-44
U003358,2025-10-03,paid_social,mobile,JP,free,0.227,18-24
U003359,2025-12-29,paid_search,mobile,FR,starter,0.321,45-54
U003360,2025-10-24,direct,mobile,AU,free,0.22,35-44
U003361,2025-11-11,paid_social,mobile,US,free,0.176,25-34
U003362,2025-11-03,paid_search,mobile,US,free,0.198,25-34
U003363,2025-12-29,paid_search,desktop,US,free,0.138,45-54
U003364,2025-10-21,organic,desktop,AU,pro,0.361,18-24
U003365,2025-10-03,paid_social,mobile,UK,free,0.249,25-34
U003366,2025-10-10,direct,desktop,AU,free,0.136,25-34
U003367,2025-10-06,paid_search,mobile,CA,free,0.589,35-44
U003368,2025-11-03,direct,mobile,US,free,0.248,25-34
U003369,2025-10-10,organic,desktop,IN,free,0.168,45-54
U003370,2025-10-22,organic,mobile,BR,free,0.276,25-34
U003371,2025-10-28,paid_search,mobile,IN,starter,0.515,35-44
U003372,2025-11-02,paid_search,mobile,DE,free,0.27,35-44
U003373,2025-10-20,direct,mobile,CA,free,0.153,35-44
U003374,2025-10-11,paid_search,desktop,DE,starter,0.742,25-34
U003375,2025-10-13,organic,mobile,US,free,0.19,25-34
U003376,2025-10-19,organic,desktop,US,free,0.1,18-24
U003377,2025-10-30,direct,desktop,MX,free,0.25,25-34
U003378,2025-10-11,paid_search,tablet,US,free,0.275,25-34
U003379,2025-12-29,paid_social,mobile,IN,free,0.168,25-34
U003380,2025-10-01,referral,mobile,US,pro,0.442,25-34
U003381,2025-10-04,referral,mobile,DE,free,0.22,35-44
U003382,2025-10-07,paid_search,desktop,UK,pro,0.386,35-44
U003383,2025-10-24,paid_search,mobile,UK,pro,0.589,25-34
U003384,2025-10-02,email,desktop,JP,free,0.233,18-24
U003385,2025-11-12,organic,desktop,CA,free,0.222,18-24
U003386,2025-10-21,paid_search,mobile,AU,starter,0.345,25-34
U003387,2025-10-28,organic,mobile,DE,free,0.391,18-24
U003388,2025-10-24,direct,desktop,IN,starter,0.384,25-34
U003389,2025-10-10,paid_social,mobile,JP,free,0.236,35-44
U003390,2025-11-19,organic,desktop,US,free,0.213,18-24
U003391,2025-10-21,email,desktop,MX,starter,0.233,55+
U003392,2025-12-27,direct,tablet,US,starter,0.445,18-24
U003393,2025-11-21,referral,tablet,US,free,0.176,55+
U003394,2025-10-28,direct,mobile,US,free,0.158,35-44
U003395,2025-10-30,direct,mobile,UK,free,0.216,35-44
U003396,2025-10-08,paid_social,mobile,IN,starter,0.167,25-34
U003397,2025-10-17,organic,mobile,CA,free,0.223,25-34
U003398,2025-12-19,organic,desktop,IN,starter,0.123,35-44
U003399,2025-10-10,referral,mobile,DE,starter,0.685,35-44
U003400,2025-10-02,organic,mobile,US,starter,0.366,25-34
U003401,2025-10-05,organic,mobile,FR,free,0.089,18-24
U003402,2025-10-02,direct,desktop,CA,free,0.286,35-44
U003403,2025-12-29,paid_social,mobile,BR,free,0.447,18-24
U003404,2025-11-08,organic,desktop,BR,starter,0.281,25-34
U003405,2025-10-14,paid_social,desktop,US,starter,0.483,45-54
U003406,2025-10-04,paid_search,mobile,US,starter,0.367,18-24
U003407,2025-10-24,direct,desktop,US,free,0.343,25-34
U003408,2025-12-19,direct,mobile,US,free,0.116,25-34
U003409,2025-11-11,direct,desktop,FR,free,0.053,35-44
U003410,2025-12-17,email,desktop,AU,free,0.213,35-44
U003411,2025-10-08,paid_social,mobile,CA,free,0.498,25-34
U003412,2025-10-09,referral,desktop,US,starter,0.084,18-24
U003413,2025-10-03,organic,tablet,US,free,0.149,55+
U003414,2025-10-18,paid_social,mobile,IN,starter,0.136,35-44
U003415,2025-10-25,organic,desktop,FR,free,0.237,25-34
U003416,2025-12-22,organic,mobile,FR,free,0.155,55+
U003417,2025-11-28,paid_search,mobile,US,starter,0.25,25-34
U003418,2025-10-06,direct,mobile,AU,starter,0.31,25-34
